Title,Combined_Skills,YearsOfExperience
Trainee Android App Developer,Kotlin; Java; Android Studio; XML; UI/UX Basics; SQLite; REST API; Git Kotlin; Java; Android Studio; Material Design; UI/UX Design; REST API; SQLite,0.0
Trainee Network Engineer,LAN/WAN; TCP/IP; Firewalls Basics; IDS/IPS Intro; Nagios Basics LAN/WAN; Firewalls; Nagios; Network Security Basics,0.5
Trainee Security Analyst,Python; Linux Commands; Nessus; Network Security Basics; GDPR Basics Network Security; Vulnerability Assessment; Penetration Testing; GDPR; Malware Analysis,0.5
Trainee UX Designer,Figma; Wireframing; Prototyping; HTML Basics; CSS Basics; Adobe XD; InVision Wireframing; Figma; Prototyping; HTML; CSS; Adobe XD,0.5
Trainee iOS Developer,Swift; Xcode; Simulator; JSON Handling; REST APIs; Cocoa Touch Swift; iOS SDK; JSON; REST APIs; Xcode,0.0
UI Designer,Figma; Adobe XD; Sketch; Photoshop; Illustrator; Wireframing; Prototyping; Responsive Design; HTML; CSS; Typography; Color Theory Wireframing; Prototyping; Responsive Design; Figma; Adobe XD; Sketch; User Research; Typography; UI Basics Figma; Adobe XD; Sketch; Photoshop; Illustrator; Branding Basics; Usability Basics Responsive Design; Prototyping; Branding; Figma; Adobe XD; UI/UX Design; Visual Design Wireframing; Prototyping; Responsive Layouts; Typography; Color Theory; HTML; CSS Wireframing; Responsive Design; UI Basics; Figma; Typography; Color Theory Figma; Adobe XD; Photoshop; Illustrator; UI/UX Design Basics UI/UX Design; Figma; Prototyping; Responsive Design; Material Design; Creativity Sketch; Figma; Wireframing; Prototyping; Typography Wireframing; Prototyping; Typography; UI Basics; Figma; Sketch Photoshop; Illustrator; Adobe XD; UI Basics; HTML; CSS Prototyping; Responsive Design; Figma; Adobe XD; Branding Figma; Sketch; Color Theory; Typography; Wireframing Wireframing; Prototyping; Figma; Typography; UI Basics Adobe XD; Photoshop; Illustrator; Branding; Responsive Design Responsive Design; Branding; Adobe XD; Prototyping; UI Basics Figma; Adobe XD; UI Basics; Typography; Prototyping Prototyping; Responsive Design; Figma; Typography; UI/UX Design Figma; Wireframing; Prototyping; HTML; CSS Wireframing; Prototyping; Responsive Design; Figma; HTML/CSS Figma; Sketch; Adobe XD; InVision; Interaction Design; Micro-Interactions; Accessibility Design Systems; Figma; Micro-Interactions; Accessibility; User Flows; Responsive Design Figma; Adobe XD; InVision; Principle; Prototyping; Usability Testing Prototyping; Usability Testing; Figma; Interaction Design; Design Systems; Branding Figma; Sketch; Design Systems; Accessibility; User Flows; HTML; CSS; JS Accessibility; Design Systems; Figma; Responsive Design; A/B Testing; User Flows Figma; Adobe XD; Micro-Interactions; Usability Testing; Interaction Design; Team Leadership Micro-Interactions; Team Leadership; Figma; Interaction Design; Usability Testing Figma; Adobe XD; InVision; Branding; A/B Testing; UI/UX Collaboration A/B Testing; Design Systems; Figma; User Flows; Branding Figma; Adobe XD; Principle; After Effects; Animation; Prototyping Interaction Design; Micro-Interactions; Figma; Prototyping; Branding Figma; Adobe XD; Sketch; Design Systems; Accessibility; Team Leadership Team Leadership; Design Systems; Accessibility; Figma; Branding; User Flows Figma; Adobe XD; InVision; Usability Testing; Prototyping Usability Testing; Prototyping; Figma; UI/UX Collaboration; Responsive Design Figma; Adobe XD; HTML; CSS; JS; Responsive Design Responsive Design; A/B Testing; Figma; Design Systems; User Flows Figma; Adobe XD; InVision; Interaction Design; Micro-Interactions; Leadership Design Systems; Interaction Design; Team Leadership; Micro-Interactions; Figma; Responsive Design,1.8
UX Apprentice,Figma; Sketch; Prototyping; Information Architecture Basics; Adobe XD Figma; Wireframing; Prototyping; User Flows; Information Architecture,0.5
UX Architect,Information Architecture; Figma; Design Systems; WCAG; Agile UX; Prototyping Information Architecture; Accessibility; Design Systems; Agile; UX Research,9.0
UX Consultant,Figma; Sketch; Design Thinking; User Research; Agile UX Design Thinking; User Research; Agile; Usability Testing; Figma,0.0
UX Design Intern,Figma; Sketch; Wireframes; Prototyping; Adobe XD Figma; Wireframing; Prototyping; User Research; Adobe XD,0.5
UX Design Lead,Leadership; Figma; Design Systems; Interaction Design; Accessibility; Agile UX Leadership; Accessibility; Design Systems; Figma; Agile UX,10.5
UX Designer,Figma; Adobe XD; Sketch; Wireframing; Prototyping; User Research; Typography; Color Theory; HTML Basics; CSS Basics Figma; Wireframing; User Research; Prototyping; Typography; Adobe XD; Sketch; User Flows; Collaboration; Usability Testing,0.5
UX Intern,Figma; Adobe XD; Sketch; Usability Testing; Typography; Color Theory Usability Testing; Figma; Wireframing; User Research; Prototyping,0.5
UX Manager,Team Leadership; Design Thinking; Journey Mapping; Figma; Accessibility; User Research Leadership; Design Thinking; User-Centered Design; Accessibility; Usability Testing,0.0
UX Strategist,UX Research; Journey Mapping; Analytics; Figma; Design Systems UX Research; Journey Mapping; Design Systems; Analytics; A/B Testing,8.0
UX Trainee Designer,Figma; Adobe XD; User Flows; Prototyping; Typography Wireframing; Figma; Prototyping; User Research; Typography,0.5
Vibe Coder,"Python basics; JavaScript basics; HTML basics; CSS basics; React basics; AI coding assistant usage (ChatGPT, Copilot); Prompt crafting basics; Code review basics; Debugging AI outputs; Communication; Teamwork; Adaptability; Critical thinking AI-assisted coding; Python; JavaScript; React; Prompt Engineering; Debugging; Collaboration; HTML; CSS Python basics; JavaScript basics; HTML/CSS basics; Vue basics; AI coding assistants; Prompt engineering basics; Code evaluation; Debugging AI outputs; Communication; Teamwork; Adaptability AI-assisted coding; Python; JavaScript; Vue; Prompt Engineering; Debugging; Collaboration; HTML; CSS Python basics; JavaScript basics; Ruby basics; HTML/CSS basics; React basics; AI coding assistant usage; Prompt engineering fundamentals; Code evaluation; Debugging; Communication; Collaboration; Problem-solving AI-assisted coding; Python; JavaScript; Ruby; React; Prompt Engineering; Debugging; Collaboration Python basics; JavaScript basics; HTML/CSS basics; Vue basics; AI coding assistant usage; Prompt creation; Debugging AI outputs; Code evaluation; Teamwork; Adaptability; Critical thinking AI-assisted coding; Python; JavaScript; Vue; Prompt Engineering; Debugging; Collaboration; HTML; CSS Python basics; JavaScript basics; Ruby basics; HTML/CSS basics; React basics; Prompt engineering fundamentals; AI-assisted code evaluation; Debugging AI outputs; Communication; Teamwork; Problem-solving AI-assisted coding; Python; JavaScript; Ruby; React; Prompt Engineering; Debugging; Collaboration Python advanced; JavaScript advanced; Ruby basics; React/Vue frameworks; AI coding assistant proficiency; Prompt engineering; Code evaluation and debugging; Agile project management; Communication; Collaboration; Problem-solving; Adaptability AI-assisted coding; Python; JavaScript; React; Vue; Prompt Engineering; Debugging; Collaboration; Agile Python advanced; JavaScript advanced; Ruby basics; React/Vue frameworks; AI coding assistant usage; Prompt engineering; Debugging AI-generated code; Task planning with Jira/Trello; Communication; Collaboration; Problem-solving AI-assisted coding; Python; JavaScript; React; Vue; Prompt Engineering; Debugging; Collaboration; Agile Python advanced; JavaScript advanced; Ruby basics; React frameworks; Vue frameworks; AI coding assistants; Prompt optimization; Debugging AI outputs; Project management basics; Communication; Collaboration; Creative problem solving AI-assisted coding; Python; JavaScript; React; Vue; Prompt Engineering; Debugging; Collaboration Python advanced; JavaScript advanced; Ruby basics; React/Vue frameworks; AI coding assistant usage; Prompt engineering; Code evaluation; Debugging AI outputs; Agile project management; Communication; Collaboration; Critical thinking AI-assisted coding; Python; JavaScript; React; Vue; Prompt Engineering; Debugging; Collaboration Python advanced; JavaScript advanced; Ruby basics; React frameworks; Vue frameworks; AI coding assistants; Prompt optimization; Code evaluation; Debugging; Communication; Team collaboration; Adaptability; Problem-solving AI-assisted coding; Python; JavaScript; React; Vue; Prompt Engineering; Debugging; Collaboration Python expert; JavaScript expert; Ruby basics; React/Vue frameworks advanced; AI coding assistant mastery; Prompt engineering expert; Code evaluation and debugging advanced; Project management Agile; Communication; Collaboration; Mentoring; Problem-solving; Creativity AI-assisted coding; Python; JavaScript; React; Vue; Prompt Engineering; Debugging; Collaboration; Agile Python expert; JavaScript expert; Ruby basics; React/Vue frameworks advanced; AI coding assistant mastery; Prompt engineering expert; Debugging AI-generated code; Project leadership; Mentoring; Collaboration; Agile workflow management; Problem-solving; Creativity AI-assisted coding; Python; JavaScript; React; Vue; Prompt Engineering; Debugging; Collaboration; Agile Python expert; JavaScript expert; Ruby basics; React/Vue frameworks advanced; AI coding assistant mastery; Prompt engineering advanced; Debugging AI outputs; Project leadership; Mentoring; Collaboration; Agile; Creativity; Problem-solving AI-assisted coding; Python; JavaScript; React; Vue; Prompt Engineering; Debugging; Collaboration; Agile Python expert; JavaScript expert; Ruby advanced; React/Vue frameworks expert; AI coding assistant mastery; Prompt engineering expert; Debugging AI outputs; Project leadership; Mentoring; Team management; Agile workflow oversight; Strategic planning; Problem-solving; Creativity AI-assisted coding; Python; JavaScript; React; Vue; Prompt Engineering; Debugging; Collaboration; Agile; Leadership Python expert; JavaScript expert; Ruby advanced; React/Vue frameworks expert; AI coding assistant mastery; Prompt engineering expert; Debugging AI outputs; Project leadership; Mentoring; Team management; Strategic planning; Agile oversight; Problem-solving; Creativity AI-assisted coding; Python; JavaScript; React; Vue; Prompt Engineering; Debugging; Collaboration; Agile; Leadership Python expert; JavaScript expert; Ruby advanced; React/Vue expert; AI coding assistant mastery; Prompt engineering expert; Debugging AI outputs; Project leadership; Mentoring; Team management; Agile workflow oversight; Strategic planning; Problem-solving; Creativity AI-assisted coding; Python; JavaScript; React; Vue; Prompt Engineering; Debugging; Collaboration; Agile; Leadership Python expert; JavaScript expert; Ruby advanced; React/Vue expert; AI coding assistant mastery; Prompt engineering expert; Debugging AI outputs; Project leadership; Mentoring; Team management; Agile oversight; Strategic planning; Problem-solving; Innovation management AI-assisted coding; Python; JavaScript; React; Vue; Prompt Engineering; Debugging; Collaboration; Agile; Leadership Python expert; JavaScript expert; Ruby advanced; React/Vue expert; AI coding assistant mastery; Prompt engineering expert; Debugging AI outputs; Project leadership; Mentoring; Team management; Agile oversight; Strategic planning; Innovation management; Problem-solving AI-assisted coding; Python; JavaScript; React; Vue; Prompt Engineering; Debugging; Collaboration; Agile; Leadership Python expert; JavaScript expert; Ruby advanced; React/Vue expert; AI coding assistant mastery; Prompt engineering expert; Debugging AI outputs; Project leadership; Mentoring; Team management; Agile oversight; Strategic planning; Innovation management; Problem-solving; Cross-functional collaboration AI-assisted coding; Python; JavaScript; React; Vue; Prompt Engineering; Debugging; Collaboration; Agile; Leadership Python expert; JavaScript expert; Ruby advanced; React/Vue expert; AI coding assistant mastery; Prompt engineering expert; Debugging AI outputs; Project leadership; Mentoring; Team management; Agile workflow oversight; Strategic planning; Innovation management; Problem-solving; Cross-functional collaboration AI-assisted coding; Python; JavaScript; React; Vue; Prompt Engineering; Debugging; Collaboration; Agile; Leadership",1.625
Web Developer,HTML5; CSS3; JavaScript; React basics; Angular basics; Node.js basics; PHP basics; Git; GitHub basics; MySQL basics; MongoDB basics; RESTful APIs; AJAX; Responsive Design; UI/UX fundamentals HTML5; CSS3; JavaScript; React; Angular; Node.js; PHP; Git; RESTful APIs HTML5; CSS3; JavaScript; Vue.js basics; Node.js basics; Python basics; Git; MySQL basics; REST APIs; JSON; Responsive Design HTML5; CSS3; JavaScript; Vue.js; Node.js; Python; MySQL; REST APIs HTML5; CSS3; JavaScript; Angular basics; React basics; Node.js basics; Git; MySQL basics; REST APIs; AJAX HTML5; CSS3; JavaScript; React; Angular; Node.js; REST APIs HTML5; CSS3; JavaScript; React basics; PHP basics; Node.js basics; Git; MongoDB basics; AJAX; UI/UX fundamentals HTML5; CSS3; JavaScript; React; Node.js; PHP; MongoDB; AJAX HTML5; CSS3; JavaScript; Vue.js basics; Node.js basics; Git; MySQL basics; REST APIs; Responsive Design HTML5; CSS3; JavaScript; Vue.js; Node.js; MySQL; REST APIs HTML5; CSS3; JavaScript; Angular basics; Node.js basics; Python basics; Git; MySQL basics; REST APIs HTML5; CSS3; JavaScript; Angular; Node.js; Python; MySQL; REST APIs HTML5; CSS3; JavaScript; React basics; Node.js basics; Git; MongoDB basics; REST APIs; Responsive Design HTML5; CSS3; JavaScript; React; Node.js; MongoDB; REST APIs HTML5; CSS3; JavaScript; Angular basics; PHP basics; Node.js basics; Git; MySQL basics; REST APIs HTML5; CSS3; JavaScript; Angular; Node.js; PHP; MySQL; REST APIs HTML5; CSS3; JavaScript; React basics; Node.js basics; Git; MySQL basics; REST APIs; AJAX; UI/UX fundamentals HTML5; CSS3; JavaScript; React; Node.js; MySQL; REST APIs; AJAX HTML5; CSS3; JavaScript; Vue.js basics; Node.js basics; Git; MongoDB basics; REST APIs; AJAX HTML5; CSS3; JavaScript; Vue.js; Node.js; MongoDB; REST APIs JavaScript; TypeScript; React; Node.js; Express.js; SQL; MongoDB; Docker; AWS; REST APIs; GraphQL; CI/CD TypeScript; React; Node.js; Express.js; SQL; MongoDB; Docker; AWS; REST APIs; GraphQL JavaScript; TypeScript; Angular; Node.js; Express.js; Django; SQL; Redis; Docker; AWS; CI/CD; Testing with Jest TypeScript; Angular; Node.js; Django; SQL; Redis; Docker; AWS; CI/CD; Jest JavaScript; React; Node.js; Express.js; MongoDB; Docker; Kubernetes; AWS; REST APIs; GraphQL React; Node.js; Express.js; MongoDB; Docker; Kubernetes; AWS; REST APIs; GraphQL JavaScript; TypeScript; Vue.js; Node.js; Express.js; SQL; Redis; AWS; Docker; Testing with Jest/Enzyme TypeScript; Vue.js; Node.js; Express.js; SQL; Redis; AWS; Docker; Jest; Enzyme JavaScript; React; Node.js; Express.js; SQL; MongoDB; Docker; Kubernetes; CI/CD; AWS; GraphQL React; Node.js; Express.js; SQL; MongoDB; Docker; Kubernetes; AWS; CI/CD; GraphQL JavaScript; Angular; Node.js; Express.js; Django; SQL; Redis; AWS; Docker; CI/CD; Testing frameworks Angular; Node.js; Express.js; Django; SQL; Redis; AWS; Docker; CI/CD JavaScript; TypeScript; React; Node.js; Express.js; SQL; MongoDB; Docker; Kubernetes; GraphQL; REST APIs React; Node.js; Express.js; SQL; MongoDB; Docker; Kubernetes; GraphQL; REST APIs JavaScript; Vue.js; Node.js; Express.js; SQL; Redis; Docker; AWS; CI/CD; Testing with Jest/Enzyme Vue.js; Node.js; Express.js; SQL; Redis; Docker; AWS; CI/CD; Jest; Enzyme JavaScript; React; Node.js; Express.js; MongoDB; Docker; Kubernetes; AWS; GraphQL; REST APIs React; Node.js; Express.js; MongoDB; Docker; Kubernetes; AWS; REST APIs; GraphQL JavaScript; TypeScript; Angular; Node.js; Express.js; SQL; Redis; Docker; AWS; CI/CD; Testing with Jest/Enzyme Angular; Node.js; Express.js; SQL; Redis; Docker; AWS; CI/CD; Jest; Enzyme,1.25
